x,y,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,ea_bachelors,ea_doctorate,ea_hsdiplomma,ea_masters,ea_profschool,foodstamp_no,foodstamp_yes,med_hh_income,total_asian,total_black,total_ea,total_employed,total_female,total_foodstamp,total_islander,total_labor_force,total_male,total_native,total_otherrace,total_pop,total_race,total_twoormore,total_unemployed,total_white,perc_unemployed,perc_ba_plus,perc_foodstamp,perc_female,perc_male,herfendahl,FID,BDNUM,Shape_STAr,Shape_STLe,SHAPE_Leng,SHAPE_Area,id
-93.27330252230307,44.94171447087048,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.2733812975933,44.94750022855799,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.27227836454442,44.94168075309377,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.27036827055747,44.94156568793563,27,053,008300,1,270530083001,Block Group 1,G5030,S,266249,0,+44.9448501,-093.2724343,42,11,153,43,0,266,139,41458,0,534,696,508,720,405,0,688,755,24,479,1475,1475,11,180,427,0.2616279069767442,0.13793103448275862,0.3432098765432099,0.488135593220339,0.511864406779661,0.3205984487216317,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,260
-93.25648458945241,44.93432306062123,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
-93.25956007880376,44.93637110193375,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
-93.25796641480092,44.93439604009079,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
-93.25981372497267,44.936903558710554,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
-93.25978469409618,44.93507047986823,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
-93.256860633869607,44.93770954740402,27,053,009600,2,270530096002,Block Group 2,G5030,S,219466,0,+44.9358674,-093.2590099,266,4,127,38,0,331,59,47500,13,32,636,533,438,390,0,533,679,22,408,1117,1117,79,0,563,0,0.48427672955974843,0.15128205128205127,0.39212175470008953,0.6078782452999105,0.38880682606001976,2,9,72901470.953,42091.4463704,0.141295351273311,7.72156509436e-4,269
